Record ID,Geological Group ID,CV Block ID,target,model_score,score_type,prediction,threshold,threshold_status,repeat,outer_fold,model,parameter_hash,analysis_protocol_hash,optimizer_converged,optimizer_iterations,optimizer_fit_cycles
R1572,GG0095,CVB0091,0,0.005348659586161375,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1573,GG0095,CVB0091,0,0.00475579546764493,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1675,GG0044,CVB0010,0,0.7468529343605042,predict_proba,1,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1676,GG0044,CVB0010,0,0.9110586643218994,predict_proba,1,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1677,GG0044,CVB0010,0,0.9262036681175232,predict_proba,1,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1678,GG0044,CVB0010,0,0.9288884997367859,predict_proba,1,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1679,GG0044,CVB0010,0,0.922821581363678,predict_proba,1,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1687,GG0100,CVB0096,0,0.0020212046802043915,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1688,GG0100,CVB0096,0,0.0005444246926344931,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1689,GG0100,CVB0096,0,0.0010315256658941507,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1690,GG0100,CVB0096,0,0.000574471487198025,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1691,GG0100,CVB0096,0,0.0004354578268248588,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1692,GG0100,CVB0096,0,0.0004534702457021922,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1693,GG0100,CVB0096,0,0.0027163312770426273,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1694,GG0100,CVB0096,0,4.1700044675963e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1695,GG0100,CVB0096,0,0.00010139200458070263,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1696,GG0100,CVB0096,0,4.442712088348344e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1697,GG0100,CVB0096,0,3.60057019861415e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1698,GG0100,CVB0096,0,6.0064026911277324e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1699,GG0100,CVB0096,0,4.143263868172653e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1700,GG0018,CVB0016,0,0.0005897546652704477,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1701,GG0018,CVB0016,0,0.0006713843322359025,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1702,GG0018,CVB0016,0,0.00035976048093289137,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1703,GG0018,CVB0016,0,0.00070629280526191,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1704,GG0018,CVB0016,0,0.00017782600480131805,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1705,GG0018,CVB0016,0,0.00024947026395238936,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1706,GG0018,CVB0016,0,0.0003809936170000583,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1707,GG0018,CVB0016,0,0.00035037394263781607,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1708,GG0018,CVB0016,0,0.0006679259240627289,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1709,GG0018,CVB0016,0,0.0012656081235036254,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1710,GG0018,CVB0016,0,0.00011123374861199409,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1711,GG0018,CVB0016,0,0.0003255376359447837,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1712,GG0018,CVB0016,0,0.0004784586781170219,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1713,GG0018,CVB0016,0,0.00010642450797604397,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1714,GG0018,CVB0016,0,0.0004467433609534055,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1812,GG0108,CVB0104,0,0.0017228960059583187,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1813,GG0108,CVB0104,0,0.07111462205648422,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1814,GG0108,CVB0104,0,0.0009896429255604744,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1815,GG0108,CVB0104,0,0.0006921394960954785,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1816,GG0108,CVB0104,0,0.0031976934988051653,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1817,GG0108,CVB0104,0,0.00277336617000401,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1818,GG0108,CVB0104,0,0.0013482460053637624,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1819,GG0108,CVB0104,0,0.0007367784273810685,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1820,GG0108,CVB0104,0,0.00011504851136123762,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1821,GG0108,CVB0104,0,8.173922833520919e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1822,GG0108,CVB0104,0,5.226083885645494e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1823,GG0108,CVB0104,0,0.0003449587384238839,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1824,GG0108,CVB0104,0,0.00025594737962819636,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1825,GG0108,CVB0104,0,0.0014111652271822095,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1826,GG0108,CVB0104,0,0.0021964586339890957,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1827,GG0108,CVB0104,0,0.004235940054059029,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1828,GG0108,CVB0104,0,0.0004514483152888715,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1829,GG0108,CVB0104,0,0.00046596245374530554,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1830,GG0108,CVB0104,0,5.8316003560321406e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1831,GG0108,CVB0104,0,0.047696180641651154,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1832,GG0108,CVB0104,0,0.00022476477897726,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1833,GG0108,CVB0104,0,0.011353639885783195,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1834,GG0108,CVB0104,0,0.0016511862631887197,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1835,GG0108,CVB0104,0,0.0005011945613659918,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1836,GG0108,CVB0104,0,0.0001893859589472413,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1837,GG0108,CVB0104,0,0.0008051969925872982,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1838,GG0108,CVB0104,0,0.0016454471042379737,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1839,GG0108,CVB0104,0,0.08315534144639969,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1840,GG0108,CVB0104,0,0.0003990648838225752,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1841,GG0108,CVB0104,0,0.0014558065449818969,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1842,GG0108,CVB0104,0,0.0012983190827071667,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1843,GG0108,CVB0104,0,0.00015889250789768994,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1844,GG0108,CVB0104,0,0.00204657600261271,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1845,GG0108,CVB0104,0,8.84483742993325e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1846,GG0108,CVB0104,0,0.0003931683604605496,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1847,GG0108,CVB0104,0,0.0005157226696610451,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1848,GG0108,CVB0104,0,0.04836966097354889,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1849,GG0108,CVB0104,0,0.00018242312944494188,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1850,GG0108,CVB0104,0,0.0005995692918077111,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R1851,GG0108,CVB0104,0,0.006294037215411663,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2091,GG0113,CVB0109,0,0.00021450022177305073,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2092,GG0113,CVB0109,0,0.00035169196780771017,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2093,GG0113,CVB0109,0,0.0001842966303229332,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2094,GG0113,CVB0109,0,0.00036832212936133146,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2095,GG0113,CVB0109,0,0.00032618193654343486,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2096,GG0113,CVB0109,0,0.0001427133975084871,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2097,GG0113,CVB0109,0,0.0003294154303148389,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2098,GG0113,CVB0109,0,7.008157263044268e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2099,GG0113,CVB0109,0,0.00019233842613175511,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2100,GG0113,CVB0109,0,7.755807018838823e-05,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2101,GG0113,CVB0109,0,0.0005773103912360966,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2102,GG0113,CVB0109,0,0.00027441306156106293,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2214,GG0117,CVB0113,0,0.00010258167458232492,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2215,GG0117,CVB0113,0,0.00025446602376177907,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2216,GG0117,CVB0113,0,0.0005768222617916763,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2217,GG0117,CVB0113,0,0.00010141434177057818,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2218,GG0117,CVB0113,0,0.0008524744771420956,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
R2219,GG0117,CVB0113,0,0.00043331951019354165,predict_proba,0,0.33,constraints_met,1,5,XGBoost,5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
