Geological Group ID,target,target_nunique,cv_block,model_score,model_score_mean_sensitivity,record_count,prediction,score_type,threshold,threshold_status,repeat,outer_fold,model,parameter_hash,analysis_protocol_hash,optimizer_converged,optimizer_iterations,optimizer_fit_cycles
GG0006,0,1,CVB0006,0.4399768948419036,0.46870277174363517,10,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0013,1,1,CVB0013,0.45685973940985725,0.423081185625925,16,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0015,0,1,CVB0002,0.14172763503257718,0.24702889469555356,27,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0020,1,1,CVB0018,0.46206010270568953,0.45975337455717014,9,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0026,1,1,CVB0023,0.305081465154699,0.3005509973812488,8,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0032,0,1,CVB0029,0.11103999610507542,0.14958677356658348,23,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0038,1,1,CVB0035,0.5230264706731418,0.5214307951857879,222,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0046,1,1,CVB0042,0.5180666200796782,0.5735840028342414,18,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0047,1,1,CVB0043,0.6366845993452753,0.562471772924312,15,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0053,1,1,CVB0049,0.3573354062544548,0.3822272322436246,6,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0058,1,1,CVB0054,0.5808807374129502,0.5257350961181957,7,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0066,0,1,CVB0062,0.47578428648395343,0.4435555668047313,3,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0073,0,1,CVB0069,0.2603016478854262,0.25149310098561034,5,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0075,0,1,CVB0071,0.2265072797465537,0.258172705256699,10,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0079,0,1,CVB0075,0.19094766127513868,0.19818715226409506,99,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0085,0,1,CVB0081,0.5111851037076749,0.5214082211518821,8,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0091,0,1,CVB0087,0.12224298587303677,0.19135693174622767,25,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0094,0,1,CVB0090,0.372301396748206,0.3884947344588394,13,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0099,0,1,CVB0095,0.4634846338016454,0.4721104010472558,7,1,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0105,0,1,CVB0101,0.059824281855499595,0.07657073994125793,11,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0112,0,1,CVB0108,0.07089597018077631,0.06821464349949974,11,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0118,0,1,CVB0114,0.023253878283200653,0.045507964468688156,65,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0123,0,1,CVB0119,0.17050185720102143,0.18818355668251477,33,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0129,0,1,CVB0125,0.1658956467329063,0.18526317718688484,8,0,predict_proba,0.385,constraints_met,1,3,RF,092f683bb82138f6b36af62c8c89b40acfca1e1ff5c6887140096d88b6823f67,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0002,0,1,CVB0002,0.19248122215505484,0.1982907854925347,39,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0006,0,1,CVB0006,0.489045498162903,0.5158379368660546,10,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0013,1,1,CVB0013,0.40421709623984614,0.4097708492795296,16,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0015,0,1,CVB0002,0.37141567316434493,0.38363705729734304,27,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0020,1,1,CVB0018,0.5016868144400318,0.4780380735282726,9,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0026,1,1,CVB0023,0.20464375333735774,0.20295837787294352,8,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0032,0,1,CVB0029,0.32670565052571837,0.30788934479301544,23,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0038,1,1,CVB0035,0.48037388254688546,0.47617071040803827,222,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0046,1,1,CVB0042,0.5500351544293831,0.547172975240055,18,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0047,1,1,CVB0043,0.44651647424811447,0.5006271791253268,15,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0053,1,1,CVB0049,0.2953673946698153,0.3191310135412471,6,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0058,1,1,CVB0054,0.443230042913848,0.4179748763499821,7,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0066,0,1,CVB0062,0.3216645481587623,0.3220463848147281,3,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0073,0,1,CVB0069,0.21838205825046833,0.2157586260993758,5,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0075,0,1,CVB0071,0.3783299975498352,0.3408139342745734,10,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0079,0,1,CVB0075,0.37347704998454795,0.3891298012505863,99,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0085,0,1,CVB0081,0.5378360652824077,0.5356323560353189,8,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0091,0,1,CVB0087,0.27093402090206403,0.2819569808424398,25,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0094,0,1,CVB0090,0.2909037596095953,0.30201136203221696,13,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0099,0,1,CVB0095,0.5044869461590513,0.5308579726466148,7,1,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0105,0,1,CVB0101,0.2273552655673836,0.21552801220429652,11,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0112,0,1,CVB0108,0.20241182464702956,0.20619882057859612,11,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0118,0,1,CVB0114,0.17161210320635434,0.19102392235853652,65,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0123,0,1,CVB0119,0.2763441512038855,0.28085927826076595,33,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0129,0,1,CVB0125,0.24884616687342687,0.24726754845075044,8,0,monotonic_transformed_decision_score_not_calibrated,0.36,constraints_met,1,3,SVM,2f96755415e843cdb37d149418584815a6bcc5aaab4c957e97f9868cf7aef7d6,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0002,0,1,CVB0002,5.2479770482239396e-06,0.0024078150282451248,39,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0006,0,1,CVB0006,0.9960838948102068,0.9209281833489313,10,1,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0013,1,1,CVB0013,0.0008354299358381959,0.07754299447513362,16,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0015,0,1,CVB0002,0.9948870774738297,0.8391764607595575,27,1,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0020,1,1,CVB0018,0.5081519557795263,0.42016535486884166,9,1,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0026,1,1,CVB0023,0.0007217562573766307,0.0026301617904151676,8,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0032,0,1,CVB0029,4.897731571648769e-06,0.08770848304926672,23,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0038,1,1,CVB0035,0.8372556032071208,0.6341960575509825,222,1,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0046,1,1,CVB0042,0.5968348773147583,0.5146656048811065,18,1,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0047,1,1,CVB0043,0.8635009051358529,0.6447897363900933,15,1,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0053,1,1,CVB0049,0.062238007022555115,0.2916086031656276,6,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0058,1,1,CVB0054,0.0799592799226892,0.3228701983014052,7,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0066,0,1,CVB0062,4.441188864685283e-06,4.291821992419506e-05,3,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0073,0,1,CVB0069,7.2535889391594974e-09,0.0004930153581554902,5,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0075,0,1,CVB0071,0.024369546574734655,0.3866583494763117,10,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0079,0,1,CVB0075,0.0003817961769637912,0.23630842449395711,99,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0085,0,1,CVB0081,7.700149398671493e-07,1.3013966464382066e-06,8,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0091,0,1,CVB0087,1.3513878216838057e-05,0.10074103441566608,25,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0094,0,1,CVB0090,0.0004787844240045973,0.1390779669072248,13,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0099,0,1,CVB0095,0.811010317527388,0.5443364600086843,7,1,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0105,0,1,CVB0101,1.07527208279685e-05,0.0005624011787387338,11,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0112,0,1,CVB0108,1.4569622026346653e-12,5.728815305911637e-10,11,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0118,0,1,CVB0114,2.811159038954491e-08,0.007879448061630283,65,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0123,0,1,CVB0119,0.005531937643345674,0.17201736900305914,33,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0129,0,1,CVB0125,1.244387076899229e-09,5.704346265039326e-05,8,0,predict_proba,0.16,constraints_met,1,3,MLP,177f6cf95b8d2ad76a0b5bf0182435344faca0311c1b3e659cab5e1b7dfba2cd,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,364,1
GG0002,0,1,CVB0002,0.0018662464572116733,0.019015234504760697,39,0,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0006,0,1,CVB0006,0.5398658215999603,0.594183549284935,10,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0013,1,1,CVB0013,0.2252998948097229,0.33553529728669673,16,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0015,0,1,CVB0002,0.039790987968444824,0.21020909943574764,27,0,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0020,1,1,CVB0018,0.3685188293457031,0.4514022332926591,9,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0026,1,1,CVB0023,0.09473360702395439,0.09561307053081691,8,0,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0032,0,1,CVB0029,0.008692138828337193,0.08461101818829775,23,0,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0038,1,1,CVB0035,0.6971415281295776,0.6278026071880516,222,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0046,1,1,CVB0042,0.7364695370197296,0.606991698137588,18,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0047,1,1,CVB0043,0.9079504013061523,0.737256138275067,15,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0053,1,1,CVB0049,0.2715991735458374,0.373477050413688,6,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0058,1,1,CVB0054,0.6533845067024231,0.6485837059361594,7,1,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
GG0066,0,1,CVB0062,0.13481181859970093,0.12440414726734161,3,0,predict_proba,0.2,constraints_met,1,3,XGBoost,ef4f82564a9ba494f340b55224365edc9cfc5cba40b00edea526e21aa7f8439a,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,True,0,1
