study_name,model,repeat,outer_fold,selected_trial_number,parameter_hash,threshold,threshold_status,completed_trial_count,roc_auc,average_precision,fold_auc_sd,f1_at_0_5,balanced_accuracy_at_0_5,complexity,optimizer_converged_fraction,optimizer_iterations_max,optimizer_fit_cycles_max,outer_seed,inner_seed,actual_inner_folds,parameters_json
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_MLP_r2_f1,MLP,2,1,12,a8ccb76d4be1988275ca9170a41ebb3b66b70c29fb3aa3fa6b3b4696da3bb31b,0.115,constraints_met,40,0.7748447204968945,0.6606136060934825,0.1183200653854896,0.6,0.7171325051759834,87.0,1.0,931.0,2.0,20280815,20280915,4,"{""alpha"": 0.00034434362425033105, ""hidden_layer_sizes"": [87], ""learning_rate_init"": 0.00042072145072993047}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_XGBoost_r2_f1,XGBoost,2,1,38,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93,0.345,constraints_met,40,0.7981366459627329,0.6308948819271447,0.16487547095331054,0.6666666666666666,0.7600931677018633,32448.0,1.0,0.0,1.0,20280815,20280915,4,"{""colsample_bytree"": 0.8870453340010799, ""gamma"": 0.5599120601746606, ""learning_rate"": 0.06733148645281342, ""max_depth"": 6, ""min_child_weight"": 3.076265326124655, ""n_estimators"": 507, ""reg_alpha"": 0.31336064014253057, ""reg_lambda"": 1.881455114419503, ""subsample"": 0.6026515505563366}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_RF_r2_f2,RF,2,2,11,739854b091c5587619ddef5df4e1c071edd970e599b8e92d497267dde0267524,0.30500000000000005,constraints_met,40,0.867945205479452,0.7124589891017137,0.07716418838606787,0.36363636363636365,0.6063013698630138,7533.5,1.0,0.0,1.0,20280815,20281015,4,"{""max_depth"": 19, ""max_features"": 0.2725352307417509, ""min_samples_leaf"": 2, ""n_estimators"": 793}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r2_f2,SVM,2,2,33,870db6db54a1511ef97dd4ab1ea512f5183fee5d281771cfbe0954133500296a,0.44000000000000006,constraints_met,40,0.8454794520547946,0.6810785114832669,0.1191001056236056,0.6511627906976745,0.7526027397260274,4.923360372104872,1.0,0.0,1.0,20280815,20281015,4,"{""C"": 13.727417117152743, ""gamma"": 0.06105207268770093}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_MLP_r2_f2,MLP,2,2,28,f5bd8ad573e263b966b7d4b69582fd468ccb1b8da8d4a2e110c5dd0c994b8aa7,0.36,constraints_met,40,0.8416438356164384,0.7563986146767744,0.0698629772476416,0.6818181818181818,0.7726027397260273,223.0,1.0,83.0,1.0,20280815,20281015,4,"{""alpha"": 0.003621551731908874, ""hidden_layer_sizes"": [134, 89], ""learning_rate_init"": 0.004320114297214992}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_XGBoost_r2_f2,XGBoost,2,2,19,9c6ef1372de324832af1a3a11298ab0f70c60e7c6607f338577a7e844b51225e,0.41000000000000003,constraints_met,40,0.8619178082191781,0.7577643180865897,0.1174243950808936,0.6341463414634146,0.7394520547945205,49856.0,1.0,0.0,1.0,20280815,20281015,4,"{""colsample_bytree"": 0.865068193882466, ""gamma"": 0.8950451618472162, ""learning_rate"": 0.08244662972130862, ""max_depth"": 6, ""min_child_weight"": 6.197580375709078, ""n_estimators"": 779, ""reg_alpha"": 2.2580329882049354e-05, ""reg_lambda"": 0.0048128793538829906, ""subsample"": 0.7834340067423305}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_RF_r2_f3,RF,2,3,27,5725a783a6dbc64c9e8933c2f70577610eb3bc2692dbcdc4642bdae295a9eced,0.42500000000000004,constraints_met,40,0.8514198782961461,0.7108075764963452,0.09045005467540956,0.625,0.7292089249492901,1983.3333333333333,1.0,0.0,1.0,20280815,20281115,4,"{""max_depth"": null, ""max_features"": 0.25954600919561444, ""min_samples_leaf"": 9, ""n_estimators"": 595}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r2_f3,SVM,2,3,37,9e2c18583baaab29596541e6d128ba7c354ae9991aa0a6f5bcee7ad32e0e1058,0.275,constraints_met,40,0.8600405679513186,0.7559773487660304,0.028739109344949727,0.0,0.5,1.3427918752563623,1.0,0.0,1.0,20280815,20281115,4,"{""C"": 0.01565361393862112, ""gamma"": 0.01405621517127039}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_MLP_r2_f3,MLP,2,3,9,04377b3544fb54831f0fcd164b44c612854046551db5ac937020e30f0b400884,0.13,constraints_met,40,0.8742393509127789,0.7026055483532663,0.03059663556625765,0.6415094339622641,0.7416328600405679,147.0,1.0,336.0,1.0,20280815,20281115,4,"{""alpha"": 0.00980248931526368, ""hidden_layer_sizes"": [52, 95], ""learning_rate_init"": 0.00046675099727113805}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_XGBoost_r2_f3,XGBoost,2,3,28,40f455f4e8aaedd0a9d3bd7cc2aee6a89380eb0e7ca14605e93e85e5c5cf4dbe,0.35,constraints_met,40,0.8762677484787018,0.7419717697378315,0.036467476141268745,0.7450980392156863,0.8055273833671399,4416.0,1.0,0.0,1.0,20280815,20281115,4,"{""colsample_bytree"": 0.7058905368047952, ""gamma"": 0.9369443645427972, ""learning_rate"": 0.06265018232904446, ""max_depth"": 3, ""min_child_weight"": 9.729658686282184, ""n_estimators"": 552, ""reg_alpha"": 0.0014765600526426821, ""reg_lambda"": 0.013988709052956705, ""subsample"": 0.8570442854977418}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_RF_r2_f4,RF,2,4,35,1d19e9f34430b93b9a4a37ee4331a0c630a8a19b05607754fa0adbfd9d3cbd06,0.38,constraints_met,40,0.803338549817423,0.6686934056377001,0.10147635786170482,0.5652173913043478,0.6984872196139802,263.55555555555554,1.0,0.0,1.0,20280815,20281215,4,"{""max_depth"": 4, ""max_features"": 0.7588410654900919, ""min_samples_leaf"": 9, ""n_estimators"": 593}"
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r2_f4,SVM,2,4,28,9921da45a20cf250f0041e27c0ee67c30ec26f9aa822d11e73a7a602079828ff,0.355,constraints_met,40,0.7720396452790818,0.5792336020626909,0.13144628065775554,0.4888888888888889,0.6544079290558164,3.3066695037226506,1.0,0.0,1.0,20280815,20281215,4,"{""C"": 0.3414890414204056, ""gamma"": 0.059322511521855505}"
