study_name,model,repeat,outer_fold,trial_number,state,objective,duration_seconds,parameters_json,metric::average_precision,metric::balanced_accuracy_at_0_5,metric::complexity,metric::f1_at_0_5,metric::fold_auc_sd,metric::keyboard_interrupt_retries,metric::optimizer_converged_fraction,metric::optimizer_fit_cycles_max,metric::optimizer_iterations_max,metric::parameter_hash,metric::roc_auc
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,1,COMPLETE,0.7250000000000001,0.903821,"{""C"": 0.01135172386333723, ""gamma"": 0.00010760531007269298}",0.420236426796872,0.5,-0.8745112505729533,0.0,0.0295424004162931,0,1.0,1.0,0.0,5a6f0656ac99ad96cd6490cc6bbd50eb6afe097c3ab5195dc3c32aefd383fd5b,0.7250000000000001
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,2,COMPLETE,0.7729591836734694,0.974727,"{""C"": 28.51669889596509, ""gamma"": 7.013493031403385e-05}",0.5161957322505885,0.5,2.358921113591673,0.0,0.0667244136077208,0,1.0,1.0,0.0,fa2cf4bcfefe2208b8dbddd08914c0d2c3f32b6fefb98e42cce76bf1f67d4079,0.7729591836734694
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,3,COMPLETE,0.7969387755102041,0.792943,"{""C"": 62.3734564809532, ""gamma"": 0.0015260767861441813}",0.6005413444403619,0.7392857142857143,3.981412737494959,0.6296296296296297,0.1150025780733756,0,1.0,1.0,0.0,d6ea39dd2f1f83a1fe8e09fec74baf09b31803f4b2b239bd32f86de4cd335278,0.7969387755102041
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,4,COMPLETE,0.7612244897959185,0.897467,"{""C"": 1.233412438043628, ""gamma"": 1.1105035164976228e-05}",0.4795912948537417,0.5,0.4154944037556871,0.0,0.0758369221890747,0,1.0,1.0,0.0,6c0181e8136555b08b6c53a1a7a94aa18796764004dbfa1e3aa9b74b7e3b88dc,0.7612244897959185
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,5,COMPLETE,0.7954081632653061,0.896384,"{""C"": 75.5580674049432, ""gamma"": 0.00029287344375491565}",0.6231172319857703,0.6821428571428572,3.359542036805009,0.5416666666666666,0.1118369620870278,0,1.0,1.0,0.0,6c8743adede72561189a79e7384f8c366e8b6d207d4e5ef84e7af43d4e86630b,0.7954081632653061
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,6,COMPLETE,0.8392857142857143,0.652427,"{""C"": 70.94216540900291, ""gamma"": 0.021005544312871164}",0.6564610330640863,0.75,5.1734450834879855,0.6428571428571429,0.1025914746603901,0,1.0,1.0,0.0,4552345f7d1a0aa1aa0cda8b8d01183712707ae60d986c2bb7f5448c777015b8,0.8392857142857143
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,7,COMPLETE,0.835204081632653,0.657778,"{""C"": 46.62929421817623, ""gamma"": 0.012758902872378313}",0.6236363527173566,0.7214285714285714,4.774812425500972,0.6037735849056604,0.1092011332182533,0,1.0,1.0,0.0,39f6a2132c4f1d1562a57d777c9103bf1c349772a6ada733ac476cb2c36c7aa2,0.835204081632653
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,8,COMPLETE,0.7658163265306123,0.905716,"{""C"": 0.01835225420343129, ""gamma"": 0.0003474077333377833}",0.4949585866193284,0.5,-0.1831466386072151,0.0,0.0850005650389531,0,1.0,1.0,0.0,c2347a72bf42f2233a48bc5ceeff869b64a24b1cbd9e5a1799e798ecaef2277e,0.7658163265306123
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,9,COMPLETE,0.7836734693877552,0.838796,"{""C"": 6.820784927543807, ""gamma"": 0.0006518533599674471}",0.5894888347255568,0.5964285714285714,2.6545961335494885,0.358974358974359,0.0783372599435062,0,1.0,1.0,0.0,eb263256e5a5342a370d471293487548dbdeed5995f5ec8f5beb91fdc19f6b5d,0.7836734693877552
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,10,COMPLETE,0.8438775510204082,0.781319,"{""C"": 2.784888862794038, ""gamma"": 0.09862894199605478}",0.733988179258215,0.7785714285714286,4.438856273723277,0.6923076923076923,0.1226747738704779,0,1.0,1.0,0.0,5a8dee28a989d2356555e76d3033efd90d2d79566ab22206b79a680028a1f7d9,0.8438775510204082
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,11,COMPLETE,0.8346938775510204,0.723806,"{""C"": 3.0118900868137493, ""gamma"": 0.06777234949591565}",0.7125456858900838,0.7607142857142857,4.30995573750087,0.6666666666666666,0.1300177922641921,0,1.0,1.0,0.0,97d1ed40fbdce31b1530b6cf1e02b3e490c96310d7f01b53165b00459b5c75c4,0.8346938775510204
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,12,COMPLETE,0.8372448979591838,0.946464,"{""C"": 0.23266380417187862, ""gamma"": 0.07918975179428184}",0.6496193584969641,0.6607142857142857,3.2654526452989026,0.5,0.1229520123540063,0,1.0,1.0,0.0,4400194eefde824204b7df9f4b856d221dca09dcf96ec08c7e4a3b036c2aa6ec,0.8372448979591838
task_a_source_connected_optuna_shap_v7_3_convergence_audited_9eb1905b0d2d_SVM_r1_f1,SVM,1,1,13,COMPLETE,0.7969387755102041,0.728928,"{""C"": 9.983697167853114, ""gamma"": 0.007992068704481914}",0.5834311887059827,0.7321428571428571,3.902493675070816,0.6181818181818182,0.1104693175620133,0,1.0,1.0,0.0,14994e8c636d3a56802a6e5dc312ba2de816c635452190604c33bdc27d46e631,0.7969387755102041
