Record ID,Geological Group ID,CV Block ID,Reference ID,target,repeat,outer_fold,model,parameter_hash,model_score,score_type,decision_threshold,analysis_protocol_hash,base_value,raw_model_output,additivity_absolute_error,SHAP::SiO2 (wt.%),COMPLETED::SiO2 (wt.%),OBSERVED::SiO2 (wt.%),IMPUTED::SiO2 (wt.%),SHAP::TiO2 (wt.%),COMPLETED::TiO2 (wt.%),OBSERVED::TiO2 (wt.%),IMPUTED::TiO2 (wt.%),SHAP::Al2O3 (wt.%),COMPLETED::Al2O3 (wt.%),OBSERVED::Al2O3 (wt.%),IMPUTED::Al2O3 (wt.%),SHAP::Fe2O3 (wt.%),COMPLETED::Fe2O3 (wt.%),OBSERVED::Fe2O3 (wt.%),IMPUTED::Fe2O3 (wt.%),SHAP::FeO (wt.%),COMPLETED::FeO (wt.%),OBSERVED::FeO (wt.%),IMPUTED::FeO (wt.%),SHAP::MnO (wt.%),COMPLETED::MnO (wt.%),OBSERVED::MnO (wt.%),IMPUTED::MnO (wt.%),SHAP::MgO (wt.%),COMPLETED::MgO (wt.%),OBSERVED::MgO (wt.%),IMPUTED::MgO (wt.%),SHAP::CaO (wt.%),COMPLETED::CaO (wt.%),OBSERVED::CaO (wt.%),IMPUTED::CaO (wt.%),SHAP::Na2O (wt.%),COMPLETED::Na2O (wt.%),OBSERVED::Na2O (wt.%),IMPUTED::Na2O (wt.%),SHAP::K2O (wt.%),COMPLETED::K2O (wt.%),OBSERVED::K2O (wt.%),IMPUTED::K2O (wt.%),SHAP::P2O5 (wt.%),COMPLETED::P2O5 (wt.%),OBSERVED::P2O5 (wt.%),IMPUTED::P2O5 (wt.%),SHAP::Rb (ppm),COMPLETED::Rb (ppm),OBSERVED::Rb (ppm),IMPUTED::Rb (ppm),SHAP::Sr (ppm),COMPLETED::Sr (ppm),OBSERVED::Sr (ppm),IMPUTED::Sr (ppm),SHAP::Y (ppm),COMPLETED::Y (ppm),OBSERVED::Y (ppm),IMPUTED::Y (ppm),SHAP::Zr (ppm),COMPLETED::Zr (ppm),OBSERVED::Zr (ppm),IMPUTED::Zr (ppm),SHAP::Nb (ppm),COMPLETED::Nb (ppm),OBSERVED::Nb (ppm),IMPUTED::Nb (ppm),SHAP::Ba (ppm),COMPLETED::Ba (ppm),OBSERVED::Ba (ppm),IMPUTED::Ba (ppm),SHAP::La (ppm),COMPLETED::La (ppm),OBSERVED::La (ppm),IMPUTED::La (ppm),SHAP::Ce (ppm),COMPLETED::Ce (ppm),OBSERVED::Ce (ppm),IMPUTED::Ce (ppm),SHAP::Pr (ppm),COMPLETED::Pr (ppm),OBSERVED::Pr (ppm),IMPUTED::Pr (ppm),SHAP::Nd (ppm),COMPLETED::Nd (ppm),OBSERVED::Nd (ppm),IMPUTED::Nd (ppm),SHAP::Sm (ppm),COMPLETED::Sm (ppm),OBSERVED::Sm (ppm),IMPUTED::Sm (ppm),SHAP::Eu (ppm),COMPLETED::Eu (ppm),OBSERVED::Eu (ppm),IMPUTED::Eu (ppm),SHAP::Gd (ppm),COMPLETED::Gd (ppm),OBSERVED::Gd (ppm),IMPUTED::Gd (ppm),SHAP::Tb (ppm),COMPLETED::Tb (ppm),OBSERVED::Tb (ppm),IMPUTED::Tb (ppm),SHAP::Dy (ppm),COMPLETED::Dy (ppm),OBSERVED::Dy (ppm),IMPUTED::Dy (ppm),SHAP::Ho (ppm),COMPLETED::Ho (ppm),OBSERVED::Ho (ppm),IMPUTED::Ho (ppm),SHAP::Er (ppm),COMPLETED::Er (ppm),OBSERVED::Er (ppm),IMPUTED::Er (ppm),SHAP::Tm (ppm),COMPLETED::Tm (ppm),OBSERVED::Tm (ppm),IMPUTED::Tm (ppm),SHAP::Yb (ppm),COMPLETED::Yb (ppm),OBSERVED::Yb (ppm),IMPUTED::Yb (ppm),SHAP::Lu (ppm),COMPLETED::Lu (ppm),OBSERVED::Lu (ppm),IMPUTED::Lu (ppm),SHAP::Hf (ppm),COMPLETED::Hf (ppm),OBSERVED::Hf (ppm),IMPUTED::Hf (ppm),SHAP::Ta (ppm),COMPLETED::Ta (ppm),OBSERVED::Ta (ppm),IMPUTED::Ta (ppm),SHAP::Th (ppm),COMPLETED::Th (ppm),OBSERVED::Th (ppm),IMPUTED::Th (ppm),SHAP::Ga (ppm),COMPLETED::Ga (ppm),OBSERVED::Ga (ppm),IMPUTED::Ga (ppm),SHAP::Pb (ppm),COMPLETED::Pb (ppm),OBSERVED::Pb (ppm),IMPUTED::Pb (ppm)
R1256,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.22789061069488525,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-1.2202603816986084,1.6093254089355469e-06,0.023682926,71.02999999999997,71.03,0,-0.007236181,0.26,0.26,0,-0.004925805,14.920000000000002,14.92,0,0.18474756,0.96,0.96,0,-0.029705673,1.4099999999999997,1.41,0,-0.002050414,0.03,0.03,0,-0.17682645,0.78,0.78,0,-0.025911015,1.04,1.04,0,0.0599532,2.4099999999999997,2.41,0,0.057314612,4.93,4.93,0,0.083186045,0.21,0.21,0,0.04533425,273.93000000000006,273.93,0,-0.037161943,68.17999999999999,68.18,0,0.00018810364,26.62,26.62,0,0.2368237,62.84000000000001,62.84,0,0.002624628,9.49,9.49,0,0.003200172,554.2700000000002,554.27,0,-0.0033880353,32.99,32.99,0,-0.011216986,68.45,68.45,0,-0.019725094,7.809999999999999,7.81,0,-0.014972269,28.190000000000005,28.19,0,-0.004920938,6.38,6.38,0,-0.03261347,0.96,0.96,0,-0.010752799,5.96,5.96,0,0.022329245,0.9099999999999999,0.91,0,0.003240537,5.359999999999999,5.36,0,0.009100194,1.0,1.0,0,0.061439287,2.7000000000000006,2.7,0,0.035355885,0.37999999999999995,0.38,0,0.009001408,2.28,2.28,0,0.02926174,0.30999999999999994,0.31,0,-0.03380165,2.19,2.19,0,-0.6738563,0.8400000000000001,0.84,0,0.03794876,20.04,20.04,0,0.008624173,18.286609864806213,,1,-0.09166538,32.78999999999999,32.79,0
R1257,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.09112867712974548,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-2.299931049346924,1.7881393432617188e-07,0.025776228,71.30999999999999,71.31,0,0.0017163029,0.5,0.5,0,0.06846625,13.609999999999996,13.61,0,-0.04785925,1.65,1.65,0,0.101164505,2.29,2.29,0,-0.015571123,0.03,0.03,0,-0.18991393,1.35,1.35,0,-0.0183219,0.9200000000000002,0.92,0,0.030038064,1.8599999999999999,1.86,0,-0.038629606,3.92,3.92,0,0.081730895,0.22,0.22,0,-0.16479,209.68999999999994,209.69,0,0.011434514,94.94,94.94,0,0.0008188529,25.849999999999998,25.85,0,-0.1737294,111.25000000000001,111.25,0,0.009116731,13.389999999999999,13.39,0,0.0011029679,490.35000000000014,490.35,0,-0.002527949,40.79,40.79,0,-0.00670024,83.33,83.33,0,-0.017963551,9.69,9.69,0,-0.041646454,35.089999999999996,35.09,0,-0.003229927,7.950000000000001,7.95,0,-0.027940804,1.08,1.08,0,-0.012520748,6.22,6.22,0,0.016762085,0.9099999999999999,0.91,0,0.0030170998,5.22,5.22,0,0.0048966883,0.96,0.96,0,0.030258989,2.55,2.55,0,0.015613924,0.36,0.36,0,0.0064896313,2.3199999999999994,2.32,0,0.013750692,0.33000000000000007,0.33,0,-0.07474453,3.38,3.38,0,-0.39690155,1.2999999999999998,1.3,0,0.039815474,20.66,20.66,0,-3.310133e-05,18.37609882931615,,1,-0.5759891,28.83,28.83,0
R1258,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.18288525938987732,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-1.4969205856323242,1.4901161193847656e-06,0.022503957,73.33000000000003,73.33,0,-0.0044803806,0.27,0.27,0,0.09301144,13.19,13.19,0,0.22146109,1.06,1.06,0,-0.010808804,1.58,1.58,0,-0.011275582,0.03,0.03,0,-0.16096601,0.6700000000000002,0.67,0,-0.016423669,0.99,0.99,0,0.05999651,2.26,2.26,0,0.05368578,5.200000000000001,5.2,0,0.09016335,0.22,0.22,0,0.06624695,246.16999999999993,246.17,0,-0.06958761,48.45,48.45,0,0.004864202,37.96000000000001,37.96,0,-0.00029300712,87.59000000000003,87.59,0,-0.007001242,8.489999999999998,8.49,0,-0.008149999,160.53000000000006,160.53,0,-0.0028214408,25.879999999999992,25.88,0,-0.012657626,55.04999999999998,55.05,0,-0.016576262,6.410000000000001,6.41,0,-0.015948355,24.48,24.48,0,-0.005332018,5.9399999999999995,5.94,0,0.034802925,0.5899999999999999,0.59,0,-0.014137015,6.1000000000000005,6.1,0,0.015080884,1.06,1.06,0,0.0078674145,6.909999999999999,6.91,0,0.008355055,1.4900000000000002,1.49,0,0.054424528,4.3,4.3,0,0.012883204,0.6599999999999999,0.66,0,0.00943357,4.2,4.2,0,0.022511426,0.6000000000000001,0.6,0,-0.07268786,2.85,2.85,0,-0.61312413,0.22000000000000014,0.22,0,-0.2101954,17.63,17.63,0,0.0073707225,16.89382350099519,,1,-0.07623062,31.15,31.15,0
R1259,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.02742239274084568,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-3.568589925765991,2.980232238769531e-07,0.011406692,71.28999999999999,71.29,0,-0.0038764954,0.5699999999999998,0.57,0,-0.009781845,13.950000000000001,13.95,0,-0.17928044,1.9899999999999998,1.99,0,0.04994637,2.59,2.59,0,0.00016710698,0.039999999999999994,0.04,0,-0.14517799,1.7400000000000002,1.74,0,0.009198301,0.6200000000000001,0.62,0,0.023168854,1.3599999999999999,1.36,0,-0.33045816,2.7000000000000006,2.7,0,0.05304648,0.11999999999999998,0.12,0,-0.3603645,126.78999999999999,126.79,0,0.0024913806,40.97999999999999,40.98,0,0.001069341,20.59,20.59,0,-0.18057097,137.91999999999996,137.92,0,0.0044479994,11.47,11.47,0,-0.01583356,380.96000000000004,380.96,0,-0.0037560395,33.519999999999996,33.52,0,-0.009081465,68.98000000000002,68.98,0,-0.0136518935,7.950000000000001,7.95,0,-0.038731646,28.870000000000008,28.87,0,-0.0021883934,6.23,6.23,0,-0.08983848,0.96,0.96,0,-0.011246066,4.86,4.86,0,0.0072397953,0.73,0.73,0,-0.0012349472,4.11,4.11,0,0.0044930703,0.81,0.81,0,0.023770355,2.3,2.3,0,0.012163802,0.36,0.36,0,0.005659552,2.46,2.46,0,0.009742529,0.37999999999999995,0.38,0,-0.082537405,4.2,4.2,0,-0.47114754,0.51,0.51,0,-0.39383644,14.270000000000001,14.27,0,-0.003685517,18.371595497856887,,1,-0.48743334,23.000000000000004,23.0,0
R1260,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.027926884591579437,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-3.5498411655426025,1.0132789611816406e-06,0.012302116,69.32999999999997,69.33,0,-0.0032587792,0.6200000000000001,0.62,0,-0.034792654,14.189999999999998,14.19,0,-0.2990024,2.11,2.11,0,0.05608004,2.8999999999999995,2.9,0,-0.005518401,0.06,0.06,0,-0.1404608,1.8599999999999999,1.86,0,-0.01853454,1.42,1.42,0,0.0145031,1.92,1.92,0,-0.19975358,3.7,3.7,0,0.04929804,0.19000000000000003,0.19,0,-0.2974259,178.46000000000004,178.46,0,-0.018403541,100.25000000000003,100.25,0,0.0004659709,24.269999999999992,24.27,0,-0.14947435,94.61999999999999,94.62,0,-0.0016812845,11.63,11.63,0,-0.006989223,621.9100000000002,621.91,0,-0.0037560395,30.55999999999999,30.56,0,-0.01115364,62.26,62.26,0,-0.013741852,6.86,6.86,0,-0.040720448,24.100000000000005,24.1,0,-0.0021883934,5.510000000000001,5.51,0,-0.08446915,1.15,1.15,0,-0.01086838,5.07,5.07,0,0.008958844,0.8400000000000001,0.84,0,0.0018539953,4.870000000000001,4.87,0,0.0042706127,0.95,0.95,0,0.024420042,2.5999999999999996,2.6,0,0.011971387,0.39,0.39,0,0.0058049904,2.46,2.46,0,0.009443886,0.37,0.37,0,-0.0870685,2.91,2.91,0,-0.47289413,0.46,0.46,0,-0.40397367,12.889999999999999,12.89,0,-0.004387584,17.744143294192426,,1,-0.48580799,22.500000000000004,22.5,0
R1261,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.071845144033432,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-2.558685541152954,2.980232238769531e-07,0.022568721,72.23,72.23,0,0.0034445103,0.6099999999999999,0.61,0,0.062432885,13.079999999999998,13.08,0,-0.12277252,1.9,1.9,0,0.10317991,2.56,2.56,0,-0.013719279,0.03,0.03,0,-0.14115496,1.5699999999999998,1.57,0,-0.0132691255,0.6799999999999999,0.68,0,0.02237042,1.2199999999999998,1.22,0,-0.045016248,3.7799999999999994,3.78,0,0.06802105,0.07,0.07,0,-0.22756895,188.40999999999997,188.41,0,-0.067192025,60.89999999999999,60.9,0,0.0009018652,12.790000000000003,12.79,0,-0.17293142,123.49999999999996,123.5,0,0.005318347,12.06,12.06,0,0.007720398,693.42,693.42,0,-0.0029107884,39.129999999999995,39.13,0,-0.0079426,80.64999999999998,80.65,0,-0.016199436,9.509999999999998,9.51,0,-0.037651647,34.080000000000005,34.08,0,-0.0017773138,7.49,7.49,0,-0.027627744,0.94,0.94,0,-0.008692223,5.489999999999999,5.49,0,0.014807741,0.73,0.73,0,0.0018722466,3.2799999999999994,3.28,0,0.006449533,0.52,0.52,0,-0.046707984,1.2199999999999998,1.22,0,-0.007809974,0.15000000000000002,0.15,0,-0.005652789,0.95,0.95,0,-0.0017491345,0.13999999999999999,0.14,0,-0.08093886,3.6899999999999995,3.69,0,-0.5366648,0.4000000000000001,0.4,0,0.15334782,22.750000000000004,22.75,0,-0.0017704979,18.84196112704187,,1,-0.4905125,26.430000000000003,26.43,0
R1262,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.030752265825867653,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-3.450556516647339,5.364418029785156e-07,0.009809241,72.90999999999998,72.91,0,0.0006448718,0.5899999999999999,0.59,0,0.040149998,12.540000000000001,12.54,0,-0.1644875,1.9100000000000001,1.91,0,0.05423652,2.58,2.58,0,-0.009369314,0.03,0.03,0,-0.12573412,1.6599999999999997,1.66,0,-0.017904915,0.99,0.99,0,0.02526438,1.5299999999999998,1.53,0,-0.30310985,3.3599999999999994,3.36,0,0.053941935,0.10000000000000002,0.1,0,-0.29648474,169.58000000000007,169.58,0,-0.06504544,58.75999999999999,58.76,0,0.0010832476,14.210000000000003,14.21,0,-0.16401958,165.96999999999997,165.97,0,0.003191081,11.639999999999999,11.64,0,-0.011058216,479.29,479.29,0,-0.002864635,39.46,39.46,0,-0.008939349,79.74000000000001,79.74,0,-0.0102572255,9.1,9.1,0,-0.034592096,31.42000000000001,31.42,0,-0.0021883934,6.79,6.79,0,-0.08342076,0.8499999999999999,0.85,0,-0.011246066,5.19,5.19,0,0.007925675,0.72,0.72,0,-0.0017059175,3.4800000000000004,3.48,0,0.0059927404,0.5699999999999998,0.57,0,0.020705972,1.25,1.25,0,-0.012489153,0.15000000000000002,0.15,0,-0.005664824,0.8699999999999999,0.87,0,-0.009981376,0.12,0.12,0,-0.07756622,5.11,5.11,0,-0.4576983,0.4000000000000001,0.4,0,-0.36558968,19.410000000000004,19.41,0,-0.0040353728,19.03232501000523,,1,-0.47516057,23.719999999999995,23.72,0
R1263,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.06275910884141922,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-2.703636646270752,4.172325134277344e-07,0.004364016,72.05,72.05,0,-0.00010170197,0.52,0.52,0,0.13528432,13.489999999999998,13.49,0,0.26277503,0.26,0.26,0,0.07238208,3.33,3.33,0,-0.020637574,0.06,0.06,0,-0.12215335,1.4900000000000002,1.49,0,-0.01625702,1.4700000000000002,1.47,0,0.028767541,1.79,1.79,0,-0.34669137,3.5100000000000007,3.51,0,0.05927577,0.15000000000000002,0.15,0,-0.33054364,172.40000000000006,172.4,0,-0.0076648477,102.49999999999996,102.5,0,0.0016337021,18.809999999999995,18.81,0,-0.19047515,221.6,221.6,0,0.022079239,16.589999999999996,16.59,0,0.00017194124,605.1999999999999,605.2,0,-0.0022624284,37.99999999999999,38.0,0,-0.0075718393,75.41999999999999,75.42,0,-0.010889727,8.87,8.87,0,-0.037071977,32.95000000000001,32.95,0,-0.0021883934,6.470000000000001,6.47,0,-0.118819274,1.1100000000000003,1.11,0,-0.008091402,5.63,5.63,0,0.008538756,0.78,0.78,0,-0.0022794222,4.05,4.05,0,0.0060459157,0.71,0.71,0,0.030711189,1.8200000000000003,1.82,0,0.013443519,0.28,0.28,0,0.00642803,1.69,1.69,0,0.03115892,0.28,0.28,0,-0.080222435,8.650000000000002,8.65,0,-0.2986383,1.2799999999999998,1.28,0,-0.36032712,16.540000000000003,16.54,0,0.00085494004,18.82812744726359,,1,-0.4717771,30.0,30.0,0
R1264,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.06065775081515312,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-2.7399325370788574,4.172325134277344e-07,0.0119162295,70.11999999999999,70.12,0,-0.0025913394,0.55,0.55,0,-0.031152163,14.529999999999998,14.53,0,0.23774819,0.6099999999999999,0.61,0,0.08547363,2.99,2.99,0,-0.0040547443,0.06,0.06,0,-0.14075235,1.4,1.4,0,-0.024114517,1.0700000000000003,1.07,0,0.028736552,1.8399999999999999,1.84,0,-0.03404994,3.7799999999999994,3.78,0,0.06339455,0.20000000000000004,0.2,0,-0.3568333,191.39999999999998,191.4,0,-0.035649117,78.99999999999997,79.0,0,0.0016337021,18.85,18.85,0,-0.21474692,218.39999999999992,218.4,0,0.023535918,17.019999999999996,17.02,0,-0.009208691,471.20000000000005,471.2,0,-0.0034193534,37.05,37.05,0,-0.007149652,73.73000000000002,73.73,0,-0.013669381,8.929999999999998,8.93,0,-0.042921126,32.77000000000001,32.77,0,-0.0021883934,6.400000000000001,6.4,0,-0.121996306,1.0099999999999998,1.01,0,-0.016736345,5.32,5.32,0,0.010973462,0.75,0.75,0,0.0007509696,3.9000000000000004,3.9,0,0.004631529,0.71,0.71,0,0.030300794,1.9100000000000001,1.91,0,0.014348823,0.2999999999999999,0.3,0,0.0074187955,1.8599999999999999,1.86,0,0.02410572,0.2999999999999999,0.3,0,-0.07275082,7.35,7.35,0,-0.3282501,1.44,1.44,0,-0.36325815,15.66,15.66,0,0.0010253532,19.51906209346484,,1,-0.5075456,29.5,29.5,0
R1265,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.05046948045492172,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-2.934598922729492,1.1324882507324219e-06,0.013046484,70.82999999999997,70.83,0,-0.0026899744,0.44000000000000006,0.44,0,-0.03078187,14.869999999999997,14.87,0,0.22912751,0.75,0.75,0,0.0815246,2.47,2.47,0,-0.0046315514,0.06,0.06,0,-0.11031367,1.19,1.19,0,-0.021624023,1.27,1.27,0,0.028468085,2.13,2.13,0,-0.03499237,3.83,3.83,0,0.061471254,0.18000000000000002,0.18,0,-0.3756681,169.40000000000006,169.4,0,-0.034219418,82.99999999999999,83.0,0,0.0016337021,20.519999999999996,20.52,0,-0.20263103,193.20000000000005,193.2,0,0.004669246,12.76,12.76,0,-0.010497426,427.1000000000001,427.1,0,-0.0038021929,38.160000000000004,38.16,0,-0.0074901306,77.68000000000004,77.68,0,-0.013044426,9.349999999999998,9.35,0,-0.039933916,34.4,34.4,0,-0.0021883934,7.019999999999998,7.02,0,-0.116522074,1.06,1.06,0,-0.012382578,5.849999999999999,5.85,0,0.009484018,0.8299999999999998,0.83,0,0.0006116455,4.360000000000001,4.36,0,0.004631529,0.76,0.76,0,0.030097703,1.9499999999999997,1.95,0,0.01263247,0.2999999999999999,0.3,0,0.0072558816,1.7800000000000002,1.78,0,0.023783581,0.2999999999999999,0.3,0,-0.08342386,6.3100000000000005,6.31,0,-0.49192378,1.06,1.06,0,-0.36975998,13.65,13.65,0,0.0009816684,18.325736098035133,,1,-0.5226085,28.300000000000004,28.3,0
R1266,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.26158803701400757,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-1.0377309322357178,4.172325134277344e-07,-0.0026358136,70.42000000000003,70.42,0,-0.0062491186,0.41000000000000003,0.41,0,-0.0071378383,15.899999999999995,15.9,0,0.16358891,1.12,1.12,0,-0.029036999,1.4099999999999997,1.41,0,0.004525176,0.06,0.06,0,-0.19247845,0.71,0.71,0,0.041087244,0.19000000000000003,0.19,0,0.06491359,0.94,0.94,0,0.07767627,5.08,5.08,0,0.11486564,0.16000000000000003,0.16,0,-0.13488716,220.29999999999998,220.3,0,-0.061344564,55.800000000000004,55.8,0,0.0010597741,17.97,17.97,0,-0.12542385,172.00000000000006,172.0,0,0.013517284,14.729999999999997,14.73,0,-0.006614046,506.90000000000015,506.9,0,-0.0027693321,40.41,40.41,0,-0.007767731,65.46999999999998,65.47,0,-0.014351708,9.4,9.4,0,-0.011291391,33.669999999999995,33.67,0,-0.0017644487,6.619999999999999,6.62,0,-0.1188757,1.13,1.13,0,-0.028290572,5.260000000000001,5.26,0,0.01651085,0.74,0.74,0,0.0031231602,3.9000000000000004,3.9,0,0.011827079,0.7,0.7,0,0.07701653,1.9299999999999997,1.93,0,0.017210608,0.30999999999999994,0.31,0,0.011855802,2.0599999999999996,2.06,0,0.027842378,0.35000000000000003,0.35,0,-0.04741697,5.82,5.82,0,0.1908862,1.69,1.69,0,-0.48426104,12.5,12.5,0,0.010736605,18.151378198141746,,1,0.34951025,42.300000000000004,42.3,0
R1267,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.06593378633260727,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-2.6508963108062744,5.960464477539063e-08,0.011321032,71.10000000000001,71.1,0,2.4810593e-05,0.4699999999999999,0.47,0,-0.020113384,14.160000000000002,14.16,0,0.2777392,0.3299999999999999,0.33,0,0.08070755,2.66,2.66,0,-0.0031213402,0.06,0.06,0,-0.13008918,1.15,1.15,0,-0.02472296,1.08,1.08,0,0.032560848,1.87,1.87,0,0.035483237,4.260000000000001,4.26,0,0.07228776,0.15000000000000002,0.15,0,-0.16003983,212.79999999999995,212.8,0,-0.075589895,57.39999999999999,57.4,0,0.0013494887,22.85,22.85,0,-0.19301504,210.19999999999996,210.2,0,0.007323237,15.09,15.09,0,-0.0137280235,399.29999999999995,399.3,0,-0.0035421627,38.36,38.36,0,-0.007450153,78.89999999999998,78.9,0,-0.01345554,9.349999999999998,9.35,0,-0.0430764,34.14999999999999,34.15,0,-0.0036410065,7.019999999999998,7.02,0,-0.116383076,0.94,0.94,0,-0.012222572,5.87,5.87,0,0.010545489,0.8499999999999999,0.85,0,0.00059807615,4.52,4.52,0,0.004631529,0.8499999999999999,0.85,0,0.02937032,2.21,2.21,0,0.012074887,0.33000000000000007,0.33,0,0.006986783,2.02,2.02,0,0.025518224,0.35000000000000003,0.35,0,-0.080442935,6.33,6.33,0,-0.5399117,1.04,1.04,0,-0.34325448,18.299999999999997,18.3,0,0.002613067,18.792535731758488,,1,-0.52534425,29.89999999999999,29.9,0
R1268,GG0079,CVB0075,REF0100,0,2,4,XGBoost,5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad,0.062009546905756,predict_proba,0.4549999999999999,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,-0.9528879523277283,-2.716451406478882,1.7881393432617188e-07,0.0049774605,73.17000000000002,73.17,0,0.0013832257,0.74,0.74,0,0.050831217,12.750000000000002,12.75,0,-0.09573673,1.5900000000000003,1.59,0,0.04229009,2.8400000000000003,2.84,0,-0.0075054066,0.03,0.03,0,-0.11056669,1.5999999999999996,1.6,0,0.019768955,0.08999999999999998,0.09,0,0.019173605,0.36999999999999994,0.37,0,-0.32915533,3.3599999999999994,3.36,0,0.058353927,0.13,0.13,0,-0.37513152,127.99999999999997,128.0,0,-0.018254127,27.099999999999998,27.1,0,-0.005740427,28.89999999999999,28.9,0,0.12760413,335.99999999999994,336.0,0,0.006080673,4.27,4.27,0,-0.0062850844,531.9999999999999,532.0,0,0.017234549,62.89999999999997,62.9,0,0.027582468,107.99999999999997,108.0,0,-0.0012628748,14.199999999999998,14.2,0,-0.029412774,54.39999999999999,54.4,0,-0.0015291539,9.179999999999998,9.18,0,-0.085158736,1.54,1.54,0,0.01399412,8.15,8.15,0,0.0089364685,1.21,1.21,0,0.008926524,5.84,5.84,0,0.004503885,1.0900000000000003,1.09,0,0.027333744,2.8999999999999995,2.9,0,0.008263555,0.5100000000000002,0.51,0,0.004869357,2.8300000000000005,2.83,0,0.013652829,0.41000000000000003,0.41,0,0.12070529,11.599999999999996,11.6,0,-0.42631632,0.4000000000000001,0.4,0,-0.38886288,16.8,16.8,0,-0.00377897,17.477824104392056,,1,-0.46533272,24.100000000000005,24.1,0
