model,Geological Group ID,target,cv_block,model_score,model_score_mean_sensitivity,model_score_sd,score_type,positive_vote_fraction,prediction
MLP,GG0024,0,CVB0021,0.018205260479777385,0.14910725450840726,0.23607427059453867,predict_proba,0.3333333333333333,0
MLP,GG0025,1,CVB0022,0.9014166384780045,0.9080670422463105,0.05043312622642679,predict_proba,1.0,1
MLP,GG0026,1,CVB0023,1.164326343648567e-05,0.00024446650722463874,0.0004133860430529371,predict_proba,0.0,0
MLP,GG0027,0,CVB0024,6.404064164189371e-15,1.0434997095465692e-07,1.8073944591538249e-07,predict_proba,0.0,0
MLP,GG0028,1,CVB0025,0.4268430164038194,0.569025204242246,0.3638352143579993,predict_proba,1.0,1
MLP,GG0029,0,CVB0026,2.444686629456929e-14,2.3988671835223674e-14,2.3755930539369945e-14,predict_proba,0.0,0
MLP,GG0030,0,CVB0027,3.8085030660984066e-07,8.31771621163751e-06,1.4053109223916191e-05,predict_proba,0.0,0
MLP,GG0031,0,CVB0028,2.58533639580745e-06,6.632917266920887e-06,7.634733417342505e-06,predict_proba,0.0,0
MLP,GG0032,0,CVB0029,1.669513079423833e-06,2.20941429627843e-06,2.4631519093941396e-06,predict_proba,0.0,0
MLP,GG0034,1,CVB0031,0.821453841394592,0.7929829604375124,0.20955349259803802,predict_proba,1.0,1
