Record ID,Geological Group ID,CV Block ID,Reference ID,target,PROSPECTIVITY_MODEL_SCORE_MEDIAN,PROSPECTIVITY_MODEL_SCORE_MEAN_SENSITIVITY,PROSPECTIVITY_MODEL_SCORE_SD,DECISION_THRESHOLD_MEDIAN,DECISION_THRESHOLD_MIN,DECISION_THRESHOLD_MAX,OOF_REPEAT_COUNT,ANALYSIS_PROTOCOL_HASH,MODEL_SCORE_TYPE,SHAP_ADDITIVITY_MAX_ERROR,PROSPECTIVITY_SHAP_MEAN::Rb (ppm),PROSPECTIVITY_SHAP_SD::Rb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Rb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Rb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Rb (ppm),PROSPECTIVITY_SHAP_MEAN::CaO (wt.%),PROSPECTIVITY_SHAP_SD::CaO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::CaO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::CaO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::CaO (wt.%),PROSPECTIVITY_SHAP_MEAN::Nb (ppm),PROSPECTIVITY_SHAP_SD::Nb (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Nb (ppm),PROSPECTIVITY_COMPLETED_MEAN::Nb (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Nb (ppm),PROSPECTIVITY_SHAP_MEAN::Zr (ppm),PROSPECTIVITY_SHAP_SD::Zr (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Zr (ppm),PROSPECTIVITY_COMPLETED_MEAN::Zr (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Zr (ppm),PROSPECTIVITY_SHAP_MEAN::P2O5 (wt.%),PROSPECTIVITY_SHAP_SD::P2O5 (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::P2O5 (wt.%),PROSPECTIVITY_COMPLETED_MEAN::P2O5 (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::P2O5 (wt.%),PROSPECTIVITY_SHAP_MEAN::Ba (ppm),PROSPECTIVITY_SHAP_SD::Ba (ppm),PROSPECTIVITY_OBSERVED_MEDIAN::Ba (ppm),PROSPECTIVITY_COMPLETED_MEAN::Ba (ppm),PROSPECTIVITY_IMPUTED_FRACTION::Ba (ppm),PROSPECTIVITY_SHAP_MEAN::MgO (wt.%),PROSPECTIVITY_SHAP_SD::MgO (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::MgO (wt.%),PROSPECTIVITY_COMPLETED_MEAN::MgO (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::MgO (wt.%),PROSPECTIVITY_SHAP_MEAN::Na2O (wt.%),PROSPECTIVITY_SHAP_SD::Na2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::Na2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::Na2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::Na2O (wt.%),PROSPECTIVITY_SHAP_MEAN::K2O (wt.%),PROSPECTIVITY_SHAP_SD::K2O (wt.%),PROSPECTIVITY_OBSERVED_MEDIAN::K2O (wt.%),PROSPECTIVITY_COMPLETED_MEAN::K2O (wt.%),PROSPECTIVITY_IMPUTED_FRACTION::K2O (wt.%),OUTER_FOLD_PARAMETER_HASHES,FEATURE_LIST_HASH
R0057,GG0044,CVB0010,REF0007,0,0.9346727728843689,0.9309664368629456,0.03353524666173292,0.33,0.175,0.345,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.86102294921875e-06,0.2221669,0.115020774,353.92,353.9199999999999,0.0,-0.25272664,0.006615197,0.97,0.9700000000000001,0.0,0.35102966,0.18543717,13.5,13.5,0.0,-0.19837473,0.12301954,159.2,159.20000000000005,0.0,0.16688764,0.166836,0.15,0.15000000000000002,0.0,-0.07258566,0.09125096,310.2,310.1999999999999,0.0,0.118155204,0.14681852,0.52,0.52,0.0,0.27770364,0.103118025,2.29,2.29,0.0,0.10990429,0.10067573,4.92,4.92,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;f4a802cdc1e43d5f56d758d699e74da4821ce57f5514d7dcb5b58cf07195fff2,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0058,GG0044,CVB0010,REF0007,0,0.9280016422271729,0.9358968536059061,0.015549269622166934,0.33,0.175,0.345,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.6226043701171875e-06,0.41310588,0.22900605,367.79,367.79,0.0,0.6755577,0.1716561,0.61,0.6099999999999999,0.0,0.1354001,0.19756864,13.8,13.799999999999997,0.0,-0.175772,0.1235746,114.5,114.49999999999996,0.0,0.18414985,0.2041458,0.15,0.15000000000000002,0.0,0.20077409,0.087531544,201.7,201.6999999999999,0.0,0.10738691,0.11303407,0.42,0.4200000000000001,0.0,0.23184425,0.08572426,2.28,2.28,0.0,0.48252174,0.15997349,6.24,6.239999999999999,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;f4a802cdc1e43d5f56d758d699e74da4821ce57f5514d7dcb5b58cf07195fff2,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0059,GG0044,CVB0010,REF0007,0,0.9189131855964661,0.9264674584070841,0.019653552021220017,0.33,0.175,0.345,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.6226043701171875e-06,0.46145603,0.22080092,374.14,374.14000000000004,0.0,-0.38969633,0.06466434,1.2,1.2000000000000002,0.0,0.27502644,0.16865703,21.03,21.030000000000005,0.0,-0.1877651,0.1227261,139.7,139.7,0.0,0.30728844,0.13265808,0.18,0.18000000000000002,0.0,0.2037267,0.07900093,216.5,216.5,0.0,0.1108404,0.15291834,0.59,0.5899999999999999,0.0,0.2937255,0.109498076,2.43,2.43,0.0,-0.2329097,0.1437853,4.19,4.19,0.0,1ece5d830ab3e8d5a297a5d654d4d15166e82c716f155d9a1f3c2508225edd93;5f62d3872bc5b0320c77367b04fd72f500b433ab1cfe1ba74280d204b50cc69f;f4a802cdc1e43d5f56d758d699e74da4821ce57f5514d7dcb5b58cf07195fff2,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0081,GG0045,CVB0041,REF0009,1,0.06634952872991562,0.05934202640006939,0.050454479240122196,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.291534423828125e-06,0.49874225,0.25140217,454.0,453.99999999999994,0.0,0.26439783,0.23922946,0.68,0.68,0.0,-0.3209983,0.47704113,33.8,33.8,0.0,-0.3114997,0.1832556,106.0,105.99999999999996,0.0,-1.4241012,0.35726884,0.01,0.009999999999999995,0.0,0.09393337,0.22421047,88.2,88.2,0.0,-0.5048075,0.43397826,0.07,0.07,0.0,-0.3247442,0.1948557,3.28,3.2799999999999994,0.0,-0.029637104,0.08914831,4.93,4.93,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0082,GG0045,CVB0041,REF0009,1,0.7479740381240845,0.6442940433820089,0.28135661499226083,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.3709068298339844e-06,0.5817185,0.3224583,563.0,563.0000000000002,0.0,0.5802178,0.49758187,0.38,0.37999999999999995,0.0,-0.2919739,0.37376535,35.0,35.0,0.0,0.31412536,0.2003249,69.3,69.3,0.0,-1.116986,0.32087904,0.01,0.009999999999999995,0.0,1.0993664,0.92534417,6.75,6.749999999999999,0.0,-0.47788227,0.3136273,0.06,0.06000000000000002,0.0,-0.45806614,0.34180868,3.8,3.7999999999999994,0.0,0.0517485,0.10746007,4.51,4.51,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0083,GG0045,CVB0041,REF0009,1,0.8024736046791077,0.7469406723976135,0.18281266891160797,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.3709068298339844e-06,0.73981017,0.2712457,535.0,535.0,0.0,0.48688284,0.38530067,0.49,0.49000000000000005,0.0,0.05773276,0.17600378,27.6,27.600000000000005,0.0,0.29566363,0.24255753,71.4,71.40000000000002,0.0,-0.82225305,0.40314606,0.02,0.019999999999999997,0.0,0.8344076,0.7229418,16.9,16.899999999999995,0.0,-0.49207544,0.43650764,0.05,0.04999999999999999,0.0,-0.2928895,0.13922797,3.34,3.34,0.0,0.027935455,0.02840014,5.15,5.150000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0084,GG0045,CVB0041,REF0009,1,0.29627081751823425,0.26739026606082916,0.09900248820340345,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,7.152557373046875e-07,0.48352942,0.19052307,436.0,435.99999999999983,0.0,-0.17153586,0.18944426,0.84,0.8400000000000002,0.0,0.1924417,0.20635198,23.3,23.3,0.0,0.40347418,0.22724208,56.6,56.6,0.0,-0.80793095,0.49755803,0.02,0.019999999999999997,0.0,0.23496924,0.27702582,33.6,33.60000000000001,0.0,-0.6556943,0.5125476,0.09,0.08999999999999998,0.0,-0.32841006,0.19752668,3.47,3.4700000000000006,0.0,0.019417664,0.02241123,4.01,4.01,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0085,GG0045,CVB0041,REF0009,1,0.7982666492462158,0.6891733507315317,0.29573833238393626,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.364418029785156e-07,0.70923966,0.3145215,512.0,511.99999999999983,0.0,0.4734633,0.38794917,0.51,0.51,0.0,-0.24203841,0.32853216,32.6,32.60000000000001,0.0,0.34450912,0.27034217,68.6,68.60000000000001,0.0,-1.2967234,0.28795886,0.01,0.009999999999999995,0.0,0.24915761,0.28277317,44.9,44.9,0.0,-0.55423266,0.4234131,0.09,0.08999999999999998,0.0,0.09003507,0.068014845,3.12,3.1199999999999997,0.0,0.062082957,0.05297452,5.25,5.250000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0086,GG0045,CVB0041,REF0009,1,0.04301543906331062,0.1285233274102211,0.15025503877023003,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.6226043701171875e-06,0.3757399,0.52015257,692.0,692.0,0.0,0.3892757,0.34450996,0.66,0.6599999999999999,0.0,0.030421877,0.22432274,24.7,24.700000000000003,0.0,-0.2391495,0.20486343,91.6,91.59999999999998,0.0,-0.94097596,0.48560527,0.02,0.019999999999999997,0.0,0.09399682,0.25953573,110.0,109.99999999999996,0.0,-0.116105415,0.25874746,0.15,0.15000000000000002,0.0,-0.27394846,0.1404579,3.32,3.3200000000000003,0.0,0.07493118,0.07813951,5.16,5.160000000000001,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0087,GG0045,CVB0041,REF0009,1,0.050157129764556885,0.07657128386199474,0.063376792904576,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,3.5762786865234375e-06,0.2643164,0.44249204,661.0,661.0,0.0,0.39075232,0.34634146,0.65,0.6500000000000001,0.0,-0.5668183,0.47235218,36.4,36.400000000000006,0.0,0.4116652,0.19719733,62.1,62.100000000000016,0.0,-1.2342304,0.33403903,0.01,0.009999999999999995,0.0,0.23914903,0.29292676,27.9,27.899999999999995,0.0,-0.4602798,0.4096918,0.04,0.039999999999999994,0.0,-0.40570617,0.2438895,3.59,3.59,0.0,-0.007977323,0.09432021,4.77,4.7700000000000005,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0088,GG0045,CVB0041,REF0009,1,0.7722892165184021,0.6356462389230728,0.33881981471254835,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.086162567138672e-06,0.49018756,0.22997275,462.0,462.0,0.0,0.28489256,0.25584292,0.72,0.7200000000000001,0.0,0.0024353415,0.2465895,30.5,30.49999999999999,0.0,0.57532597,0.28586173,53.4,53.4,0.0,-1.2605066,0.27480993,0.01,0.009999999999999995,0.0,1.1072297,0.9473723,11.7,11.700000000000001,0.0,-0.50951225,0.4029525,0.05,0.04999999999999999,0.0,-0.318234,0.16200842,3.52,3.5199999999999996,0.0,0.02069881,0.036416948,4.96,4.96,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0089,GG0045,CVB0041,REF0009,1,0.23390263319015503,0.2575519432624181,0.04244451897942176,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.6093254089355469e-06,0.43519223,0.20069325,556.0,556.0000000000001,0.0,-0.19106145,0.1747908,0.9,0.9,0.0,-0.7190077,0.5737563,36.8,36.800000000000004,0.0,0.5784698,0.29322058,51.6,51.6,0.0,-1.2428033,0.25414094,0.01,0.009999999999999995,0.0,0.26018754,0.30520982,26.7,26.7,0.0,-0.68234724,0.54773325,0.07,0.07,0.0,-0.35774148,0.19833003,3.28,3.2799999999999994,0.0,-0.0071839713,0.070520625,4.83,4.83,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0090,GG0045,CVB0041,REF0009,1,0.8117265701293945,0.6793069342772166,0.3556841736365323,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,7.748603820800781e-07,0.50724655,0.2532748,455.0,455.00000000000017,0.0,0.51988065,0.4144752,0.49,0.49000000000000005,0.0,0.011441772,0.2586944,26.6,26.60000000000001,0.0,-0.25502804,0.20758879,99.2,99.19999999999997,0.0,-1.246767,0.14258264,0.01,0.009999999999999995,0.0,1.1575537,0.9730195,7.38,7.379999999999998,0.0,-0.5101026,0.42462206,0.07,0.07,0.0,-0.2673693,0.1144716,3.33,3.33,0.0,-0.0003260734,0.0510943,4.94,4.94,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0091,GG0045,CVB0041,REF0009,1,0.6503052711486816,0.549007385969162,0.2224221707280644,0.4549999999999999,0.13,0.64,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,7.152557373046875e-07,0.61996603,0.24919418,477.0,477.0000000000002,0.0,-0.1814688,0.17335951,0.89,0.89,0.0,0.21836452,0.21908787,23.9,23.899999999999995,0.0,-0.28522965,0.12889455,109.0,109.00000000000004,0.0,-1.3272711,0.23583733,0.01,0.009999999999999995,0.0,0.24327374,0.2910571,23.9,23.899999999999995,0.0,-0.62667584,0.5182374,0.05,0.04999999999999999,0.0,0.055138234,0.017895643,3.14,3.1400000000000006,0.0,0.065723486,0.0781973,5.19,5.19,0.0,346ddaf5046939880747f8abfdd9d7bd219590954e73ecb9a4c5f431db560ccd;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;f5fcb432771cd87cf229d688f5ab756f893357956cbe8217ffb976d534b575e8,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0092,GG0003,CVB0003,REF0010,1,0.4601953327655792,0.46973509589831036,0.11208247552777964,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,5.662441253662109e-07,0.13369997,0.06769701,347.0,347.00000000000006,0.0,-0.37901315,0.3107249,1.63,1.63,0.0,0.26597098,0.20230436,17.8,17.800000000000004,0.0,-0.4501951,0.30253777,149.0,148.99999999999997,0.0,-0.09424584,0.1501219,0.05,0.04999999999999999,0.0,0.12289124,0.121655256,1.97,1.9699999999999995,0.0,-0.058872014,0.1386086,0.54,0.54,0.0,0.1565712,0.077666484,3.09,3.09,0.0,0.07242503,0.03827287,5.14,5.14,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0093,GG0003,CVB0003,REF0010,1,0.33867886662483215,0.2812664012114207,0.14374260935945293,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,8.046627044677734e-07,0.16122858,0.07665163,372.0,372.00000000000017,0.0,-0.32726458,0.2785088,1.97,1.9699999999999998,0.0,0.023890426,0.19848803,14.1,14.100000000000003,0.0,-0.41770092,0.2744254,138.0,137.99999999999997,0.0,0.069861904,0.059351444,0.08,0.08,0.0,0.14744994,0.16545199,1.45,1.4500000000000002,0.0,-0.08266899,0.16895059,0.84,0.8400000000000002,0.0,-0.30939832,0.15629397,3.29,3.2900000000000005,0.0,0.052828047,0.024919683,4.5,4.5,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0094,GG0003,CVB0003,REF0010,1,0.39292773604393005,0.4225076337655385,0.08664886915570101,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.980232238769531e-07,0.11480213,0.043932147,355.0,355.0,0.0,0.25775126,0.22280957,0.61,0.6099999999999999,0.0,0.07229068,0.3024543,10.0,10.000000000000002,0.0,-0.5146022,0.31049117,198.6,198.60000000000002,0.0,-0.6258415,0.26673353,0.02,0.019999999999999997,0.0,0.0006332931,0.016023343,67.92,67.91999999999999,0.0,0.2910554,0.11396724,0.25,0.24999999999999997,0.0,0.21693754,0.14400299,2.48,2.48,0.0,0.12910812,0.1085426,6.06,6.059999999999999,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0095,GG0003,CVB0003,REF0010,1,0.6971319317817688,0.720770021279653,0.18680515461736086,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.1324882507324219e-06,0.0814748,0.0551053,289.0,288.99999999999994,0.0,-0.32084844,0.25194997,1.37,1.37,0.0,0.115454435,0.17610438,14.2,14.199999999999998,0.0,-0.4010899,0.2768269,148.0,148.0,0.0,-0.10090325,0.08181335,0.05,0.04999999999999999,0.0,0.056444753,0.12261021,136.3,136.29999999999995,0.0,-0.007008573,0.11229679,0.4,0.4000000000000001,0.0,0.2652615,0.1636038,2.72,2.72,0.0,0.05769876,0.07735161,5.26,5.260000000000001,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0096,GG0003,CVB0003,REF0010,1,0.659073531627655,0.6705918510754904,0.20673863936093445,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.3709068298339844e-06,0.1558674,0.15794115,379.0,379.00000000000006,0.0,-0.31497952,0.24397968,1.45,1.4500000000000002,0.0,0.056638673,0.10901549,12.3,12.300000000000002,0.0,0.027720258,0.074389644,97.4,97.39999999999996,0.0,-0.36196265,0.09039081,0.04,0.039999999999999994,0.0,0.036393378,0.08268463,95.65,95.64999999999998,0.0,-0.030438758,0.102020346,0.47,0.4699999999999999,0.0,0.2183506,0.141077,2.52,2.5199999999999996,0.0,0.040395916,0.06014406,5.42,5.419999999999999,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0097,GG0003,CVB0003,REF0010,1,0.5652427077293396,0.5817456344763438,0.12284747390327234,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,2.384185791015625e-07,0.08024969,0.038303893,376.0,376.00000000000006,0.0,-0.12784095,0.11169614,0.86,0.8599999999999999,0.0,-0.0066668936,0.121150516,13.8,13.799999999999997,0.0,-0.41424033,0.278223,139.0,138.99999999999994,0.0,0.052856203,0.0746309,0.06,0.06,0.0,0.031046174,0.06946373,110.7,110.7,0.0,-0.05161171,0.12704389,0.43,0.4300000000000001,0.0,0.2521114,0.15077257,2.74,2.74,0.0,0.06693863,0.06179956,5.18,5.180000000000001,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0098,GG0003,CVB0003,REF0010,1,0.22180326282978058,0.251397172609965,0.06433065037278339,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,1.4901161193847656e-06,0.28615567,0.21856065,419.0,418.99999999999994,0.0,-0.27504393,0.22338559,1.34,1.3400000000000005,0.0,0.040479828,0.14644691,15.7,15.700000000000003,0.0,-0.3615187,0.23453867,133.0,132.99999999999997,0.0,-0.07522845,0.14850833,0.05,0.04999999999999999,0.0,0.13415049,0.18086797,2.21,2.209999999999999,0.0,-0.06812837,0.16471842,0.54,0.54,0.0,-0.3407793,0.18146984,3.5,3.5,0.0,0.08596239,0.071520515,5.47,5.47,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
R0099,GG0003,CVB0003,REF0010,1,0.29512667655944824,0.2900897761185964,0.03120163914680089,0.4649999999999999,0.4549999999999999,0.5,3,9eb1905b0d2d4dff99236976201e564cbe25ee258ba901ad38107c5c6b5846f0,predict_proba,4.172325134277344e-07,0.2893068,0.22642231,419.0,418.99999999999994,0.0,-0.28187034,0.22749746,1.19,1.19,0.0,0.15159126,0.122984074,16.2,16.2,0.0,-0.35897627,0.22547433,133.0,132.99999999999997,0.0,-0.053959142,0.11176607,0.05,0.04999999999999999,0.0,0.1219258,0.17774785,1.35,1.3499999999999996,0.0,-0.057428073,0.14597109,0.59,0.5899999999999999,0.0,-0.3250931,0.16939159,3.41,3.41,0.0,0.096970946,0.05258403,5.17,5.17,0.0,2a8b1d148acd67bb10e93abe1211393f264d78f08459ade4caba8041b6f90760;5c88e068396f32f89d85756e9dbc6ab2fb26afa93a4d5569f61d74bfd99473ad;9abda8600d43251c251722bc0e6d5dceaead9da1a359ba4bd8a06cbb5ed10078,651bd31d7043df9c137f91533c5bdeb0b7b1094a7b1c8a0afed862a2db455615
