Record ID,Geological Group ID,Reference-connected block,reported_type,true_code,repeat_id,repeat_seed,outer_fold,valid_oof,abstain_reason,raw_P_I,raw_P_A,raw_P_S,calibrated_P_I,calibrated_P_A,calibrated_P_S,temperature,temperature_fitted,analysis_protocol_hash,effective_split_seed,split_seed_offset,SHAP::(La/Yb)N,SHAP::A/CNK,SHAP::A/NK,SHAP::Al2O3,SHAP::Ba,SHAP::CaO,SHAP::Ce,SHAP::Dy,SHAP::Er,SHAP::Eu,SHAP::Eu/Eu*,SHAP::Fe*,SHAP::Fe2O3,SHAP::FeO,SHAP::Ga,SHAP::Gd,SHAP::Hf,SHAP::Ho,SHAP::K2O,SHAP::K2O/Na2O,SHAP::La,SHAP::Lu,SHAP::MgO,SHAP::MnO,SHAP::Na2O,SHAP::Nb,SHAP::Nd,SHAP::P2O5,SHAP::Pr,SHAP::Rb,SHAP::Rb/Sr,SHAP::SiO2,SHAP::Sm,SHAP::Sr,SHAP::Ta,SHAP::Tb,SHAP::TiO2,SHAP::Tm,SHAP::Y,SHAP::Yb,SHAP::Zr,SHAP::Zr/Hf
R1751,GG0103,RCB0063,I,0,1,20269892,3,True,,0.027057060971856117,0.9381057024002075,0.03483717516064644,0.11045886606466698,0.7627716843960962,0.1267694495392368,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,0.029538894,-0.03249854,-0.0527338,0.033659924,-0.113686524,-0.19511406,-0.045425143,-0.009508804,0.09598751,-0.020831663,-0.054189242,-0.047942452,-0.055051226,0.1539015,-0.13046627,0.0,-0.025955677,0.016037798,0.0021119076,-0.0113126915,-0.018080652,0.062414855,0.0021328882,-0.0144988075,0.021924894,0.02199558,-0.0017479234,0.038554206,-0.01800214,-0.6727977,0.0046409452,-0.0978597,-0.075724564,0.07064198,-0.5595219,0.0,-0.004294326,0.072769895,-0.03360592,0.035232443,0.00041557755,0.01759512
R1752,GG0103,RCB0063,I,0,1,20269892,3,False,row_missingness_at_or_above_threshold,,,,,,,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1753,GG0103,RCB0063,I,0,1,20269892,3,False,row_missingness_at_or_above_threshold,,,,,,,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1754,GG0103,RCB0063,I,0,1,20269892,3,False,row_missingness_at_or_above_threshold,,,,,,,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1755,GG0103,RCB0063,I,0,1,20269892,3,False,row_missingness_at_or_above_threshold,,,,,,,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1756,GG0103,RCB0063,I,0,1,20269892,3,False,row_missingness_at_or_above_threshold,,,,,,,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1757,GG0103,RCB0063,I,0,1,20269892,3,False,row_missingness_at_or_above_threshold,,,,,,,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R1919,GG0030,RCB0025,I,0,1,20269892,3,True,,0.7886930108070374,0.02218692936003208,0.1891201138496399,0.6241806592000084,0.08916806848705054,0.2866512723129411,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,0.083534226,-0.008625373,0.116670996,-0.003667898,0.23270123,0.038315,0.004969172,-0.013982864,0.012048077,0.062230032,0.2208177,0.014379257,0.032774203,-0.16670126,0.03910461,0.0,0.07585181,-0.023038376,0.0020139446,-0.07716341,-0.008703064,-0.0112377135,0.08211621,-0.07455521,0.008084569,0.012570872,-0.062230114,-0.03577124,0.083713785,0.23189333,-0.015652336,0.63051957,0.12199582,-0.03182246,0.18663344,0.0,0.0063124904,-0.03142139,-0.03764253,-0.06905447,0.039524384,0.002482933
R1920,GG0030,RCB0025,I,0,1,20269892,3,True,,0.9181451201438904,0.014026193879544735,0.06782867014408112,0.7439409645737498,0.07619745938452463,0.17986157604172548,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,0.06708307,0.029296352,0.077590585,-0.084351145,0.76134384,0.029215343,-0.019786011,0.01348429,0.015404105,0.062230032,0.24560256,0.012876008,0.030793414,-0.14503776,0.04332692,0.0,0.047755916,-0.024228932,-0.03207712,-0.02140861,-0.00798898,-0.009932453,0.0651007,-0.06538813,0.0006398605,0.011794555,-0.056274623,-0.03577124,0.048067063,0.24145946,0.024644917,0.60896283,0.12650031,-0.027647663,0.2398461,0.0,0.0063124904,-0.026059754,-0.03764253,-0.07028374,0.039524384,-0.011703333
R1921,GG0030,RCB0025,I,0,1,20269892,3,True,,0.8639938831329346,0.028247138485312462,0.10775894671678543,0.6772001205951866,0.10499941968235439,0.21780045972245884,1.835059817175885,True,A2CFC6311C185EAA2F17BA13E733D522713F64F2850C50F6EEF6E4CE1F592221,20269892,0,0.06908395,0.0015085961,0.083640814,-0.14643161,0.1739766,0.04922042,0.0033211615,0.024947975,0.028226394,0.04177735,0.20596656,0.012072831,0.032774203,-0.16670126,0.043709725,0.0,0.048797946,-0.024228932,-0.03207712,-0.031868942,-0.00798898,-0.0112377135,0.081642956,-0.07006508,0.0006398605,0.046287574,-0.03297506,-0.03577124,0.09092139,0.27373025,-0.015652336,0.63051957,0.12364501,-0.024741072,0.27128273,0.0,0.0063124904,-0.026449619,-0.03764253,0.050419196,0.028919395,-0.012559487
