best_model,comparator,macro_f1_difference,ci_low,ci_high,supports_unique_best
XGBoost,RF,0.027044481374909002,-0.14945526175023122,0.1833428644587246,False
XGBoost,SVM,0.04426098135002965,-0.12759050920864892,0.21139706557754417,False
XGBoost,MLP,0.011162992663271809,-0.09336288603581384,0.1251491208945887,False
